arvore,nomes,altura,dap
7930,canafistula,43,17
7931,canafistula,54,11
7932,canafistula,43,20
7933,canafistula,56,20
7934,canafistula,49,15
7935,canafistula,40,12
7936,canafistula,51,17
7937,canafistula,54,17
7938,canafistula,52,16
7939,canafistula,57,10
7940,canafistula,41,18
7941,canafistula,48,10
7942,canafistula,59,17
7943,canafistula,57,10
7944,canafistula,60,16
7945,canafistula,45,12
7946,canafistula,45,16
7947,canafistula,58,13
7948,canafistula,53,10
7949,canafistula,49,14
7950,canafistula,44,15
7951,canafistula,42,13
7952,canafistula,54,10
7953,canafistula,42,15
7954,canafistula,55,13
7955,canafistula,50,12
7956,canafistula,51,13
7957,canafistula,44,15
7958,canafistula,52,14
7959,canafistula,56,15
7960,canafistula,45,12
7961,canafistula,56,20
7962,canafistula,44,13
7963,canafistula,41,18
7964,canafistula,57,10
7965,canafistula,48,15
7966,canafistula,50,13
7967,canafistula,48,13
7968,canafistula,60,14
7969,canafistula,54,19
7970,canafistula,48,18
7971,canafistula,49,17
7972,canafistula,40,20
7973,canafistula,59,20
7974,canafistula,55,16
7975,canafistula,41,16
7976,canafistula,53,18
7977,canafistula,41,12
7978,canafistula,55,16
7979,canafistula,52,15
7980,canafistula,42,15
7981,canafistula,54,13
7982,canafistula,60,15
7983,canafistula,51,11
7984,canafistula,44,10
7985,canafistula,55,17
7986,canafistula,51,20
7987,canafistula,42,17
7988,canafistula,60,20
7989,canafistula,54,14
7990,canafistula,41,19
7991,canafistula,43,12
7992,canafistula,58,19
7993,canafistula,52,15
7994,canafistula,46,17
7995,canafistula,52,15
7996,canafistula,49,17
7997,canafistula,48,19
7998,canafistula,40,15
7999,canafistula,51,12
8000,canafistula,40,14
8001,canafistula,44,20
8002,canafistula,54,17
8003,canafistula,56,12
8004,canafistula,60,13
8005,canafistula,58,17
8006,canafistula,60,16
8007,canafistula,47,18
8008,canafistula,41,18
8009,canafistula,56,11
8010,canafistula,48,18
8011,canafistula,41,18
8012,canafistula,47,20
8013,canafistula,55,11
8014,canafistula,56,15
8015,canafistula,53,15
8016,canafistula,41,15
8017,canafistula,49,10
8018,canafistula,59,17
8019,canafistula,51,13
8020,canafistula,51,17
8021,canafistula,53,15
8022,canafistula,43,16
8023,canafistula,54,16
8024,canafistula,52,10
8025,canafistula,52,19
8026,canafistula,57,15
8027,canafistula,58,10
8028,canafistula,51,14
8029,canafistula,48,13
8030,canafistula,57,20
8031,canafistula,53,11
8032,canafistula,50,19
8033,canafistula,60,20
8034,canafistula,48,12
8035,sibipiruna,40,13
8036,sibipiruna,38,10
8037,sibipiruna,32,10
8038,sibipiruna,35,9
8039,sibipiruna,37,10
8040,sibipiruna,32,6
8041,sibipiruna,39,17
8042,sibipiruna,35,17
8043,sibipiruna,37,14
8044,sibipiruna,36,17
8045,sibipiruna,34,9
8046,sibipiruna,36,7
8047,sibipiruna,40,16
8048,sibipiruna,36,11
8049,sibipiruna,30,6
8050,sibipiruna,31,9
8051,sibipiruna,39,14
8052,sibipiruna,40,10
8053,sibipiruna,34,14
8054,sibipiruna,35,9
8055,sibipiruna,36,7
8056,sibipiruna,30,15
8057,sibipiruna,40,7
8058,sibipiruna,38,18
8059,sibipiruna,40,8
8060,sibipiruna,32,14
8061,sibipiruna,31,14
8062,sibipiruna,40,15
8063,sibipiruna,31,7
8064,sibipiruna,40,6
8065,sibipiruna,40,10
8066,sibipiruna,34,6
8067,sibipiruna,40,6
8068,sibipiruna,33,7
8069,sibipiruna,34,7
8070,sibipiruna,37,18
8071,sibipiruna,40,13
8072,sibipiruna,36,13
8073,sibipiruna,36,18
8074,sibipiruna,31,7
8075,sibipiruna,36,16
8076,sibipiruna,37,13
8077,sibipiruna,34,18
8078,sibipiruna,40,15
8079,sibipiruna,31,10
8080,sibipiruna,37,16
8081,sibipiruna,37,17
8082,sibipiruna,30,12
8083,sibipiruna,39,11
8084,sibipiruna,30,14
8085,sibipiruna,32,6
8086,sibipiruna,36,11
8087,sibipiruna,39,18
8088,sibipiruna,33,13
8089,sibipiruna,32,8
8090,sibipiruna,30,10
8091,sibipiruna,39,12
8092,sibipiruna,39,6
8093,sibipiruna,39,13
8094,sibipiruna,38,9
8095,sibipiruna,32,8
8096,sibipiruna,30,12
8097,sibipiruna,34,18
8098,sibipiruna,37,10
8099,sibipiruna,35,12
8100,sibipiruna,36,10
8101,sibipiruna,37,14
8102,sibipiruna,33,11
8103,sibipiruna,38,8
8104,sibipiruna,31,7
8105,sibipiruna,33,7
8106,sibipiruna,31,11
8107,sibipiruna,39,12
8108,sibipiruna,35,13
8109,sibipiruna,37,13
8110,sibipiruna,32,12
8111,sibipiruna,37,11
8112,sibipiruna,36,18
8113,sibipiruna,31,10
8114,sibipiruna,40,12
8115,sibipiruna,39,7
8116,sibipiruna,38,18
8117,sibipiruna,31,16
8118,sibipiruna,40,16
8119,sibipiruna,40,17
8120,sibipiruna,37,10
8121,sibipiruna,38,10
8122,sibipiruna,30,14
8123,sibipiruna,36,7
8124,sibipiruna,40,17
8125,sibipiruna,37,15
8126,sibipiruna,36,10
8127,sibipiruna,39,11
8128,sibipiruna,38,15
8129,sibipiruna,30,11
8130,sibipiruna,34,11
8131,sibipiruna,35,13
8132,sibipiruna,38,17
8133,sibipiruna,31,15
8134,sibipiruna,31,11
8135,sibipiruna,36,16
8136,sibipiruna,30,11
8137,sibipiruna,40,8
8138,sibipiruna,33,18
8139,sibipiruna,39,15
8140,sibipiruna,31,10
8141,sibipiruna,34,7
8142,sibipiruna,39,14
8143,sibipiruna,39,12
8144,araiba-rosa,67,36
8145,araiba-rosa,71,40
8146,araiba-rosa,55,37
8147,araiba-rosa,100,40
8148,araiba-rosa,53,40
8149,araiba-rosa,82,39
8150,araiba-rosa,98,35
8151,araiba-rosa,76,36
8152,araiba-rosa,71,40
8153,araiba-rosa,75,40
8154,araiba-rosa,66,38
8155,araiba-rosa,58,38
8156,araiba-rosa,59,40
8157,araiba-rosa,68,38
8158,araiba-rosa,95,38
8159,araiba-rosa,84,38
8160,araiba-rosa,67,35
8161,araiba-rosa,67,39
8162,araiba-rosa,99,40
8163,araiba-rosa,80,40
8164,araiba-rosa,74,36
8165,araiba-rosa,95,37
8166,araiba-rosa,61,40
8167,araiba-rosa,62,40
8168,araiba-rosa,53,39
8169,araiba-rosa,71,39
8170,araiba-rosa,69,40
8171,araiba-rosa,93,35
8172,araiba-rosa,90,40
8173,araiba-rosa,56,38
8174,araiba-rosa,67,39
8175,araiba-rosa,61,39
8176,araiba-rosa,100,39
8177,araiba-rosa,88,38
8178,araiba-rosa,80,36
8179,araiba-rosa,94,37
8180,araiba-rosa,52,39
8181,araiba-rosa,100,39
8182,araiba-rosa,89,39
8183,araiba-rosa,87,35
8184,araiba-rosa,80,36
8185,araiba-rosa,50,39
8186,araiba-rosa,54,35
8187,araiba-rosa,52,38
8188,araiba-rosa,86,36
8189,araiba-rosa,65,35
8190,araiba-rosa,69,39
8191,araiba-rosa,55,38
8192,araiba-rosa,54,38
8193,araiba-rosa,54,35
8194,araiba-rosa,89,40
8195,araiba-rosa,75,37
8196,araiba-rosa,76,40
8197,araiba-rosa,90,36
8198,araiba-rosa,88,39
8199,araiba-rosa,64,37
8200,araiba-rosa,52,37
8201,araiba-rosa,94,37
8202,araiba-rosa,59,36
8203,araiba-rosa,77,36
8204,araiba-rosa,99,40
8205,araiba-rosa,72,35
8206,araiba-rosa,52,40
8207,araiba-rosa,58,37
8208,araiba-rosa,63,39
8209,araiba-rosa,74,35
8210,araiba-rosa,63,38
8211,araiba-rosa,88,36
8212,araiba-rosa,95,35
8213,araiba-rosa,94,39
8214,araiba-rosa,78,40
8215,araiba-rosa,78,40
8216,araiba-rosa,99,38
8217,araiba-rosa,59,39
8218,araiba-rosa,87,38
8219,araiba-rosa,90,39
8220,araiba-rosa,69,36
8221,araiba-rosa,99,36
8222,araiba-rosa,54,38
8223,araiba-rosa,92,35
8224,araiba-rosa,86,38
8225,araiba-rosa,70,40
8226,araiba-rosa,62,39
8227,araiba-rosa,57,39
8228,araiba-rosa,61,40
8229,araiba-rosa,51,39
8230,araiba-rosa,64,37
8231,araiba-rosa,76,35
8232,araiba-rosa,59,37
8233,araiba-rosa,64,36
8234,araiba-rosa,80,39
8235,araiba-rosa,77,37
8236,araiba-rosa,63,38
8237,araiba-rosa,88,37
8238,araiba-rosa,89,35
8239,araiba-rosa,73,35
8240,araiba-rosa,82,38
8241,araiba-rosa,80,36
8242,araiba-rosa,76,38
8243,araiba-rosa,86,36
8244,araiba-rosa,58,39
8245,araiba-rosa,98,35
8246,araiba-rosa,81,40
8247,araiba-rosa,73,40
8248,araiba-rosa,98,40
8249,araiba-rosa,88,35
8250,araiba-rosa,94,38
8251,araiba-rosa,85,39
8252,araiba-rosa,65,38
8253,araiba-rosa,88,35
8254,araiba-rosa,54,39
8255,araiba-rosa,62,38
8256,araiba-rosa,54,39
8257,araiba-rosa,54,38
8258,araiba-rosa,72,36
8259,araiba-rosa,54,37
8260,araiba-rosa,62,36
8261,araiba-rosa,76,40
8262,araiba-rosa,88,35
8263,araiba-rosa,86,35
8264,araiba-rosa,72,39
8265,araiba-rosa,80,40
8266,araiba-rosa,78,38
8267,araiba-rosa,100,40
8268,araiba-rosa,96,39
8269,araiba-rosa,62,38
8270,araiba-rosa,95,38
8271,araiba-rosa,66,38
8272,araiba-rosa,71,35
8273,araiba-rosa,72,36
8274,araiba-rosa,78,35
8275,araiba-rosa,93,35
8276,araiba-rosa,78,39
8277,araiba-rosa,65,37
8278,araiba-rosa,89,36
8279,araiba-rosa,58,39
8280,araiba-rosa,95,36
8281,araiba-rosa,87,38
8282,araiba-rosa,58,38
8283,araiba-rosa,51,39
8284,araiba-rosa,88,39
8285,araiba-rosa,66,36
8286,araiba-rosa,63,36
8287,araiba-rosa,79,39
8288,araiba-rosa,89,37
8289,araiba-rosa,57,35
8290,araiba-rosa,88,40
8291,araiba-rosa,64,39
8292,araiba-rosa,60,39
8293,araiba-rosa,81,36
8294,araiba-rosa,55,40
8295,araiba-rosa,74,36
8296,araiba-rosa,55,36
8297,araiba-rosa,72,37
8298,araiba-rosa,100,35
8299,araiba-rosa,99,40
8300,araiba-rosa,92,37
8301,araiba-rosa,55,40
8302,araiba-rosa,56,38
8303,araiba-rosa,51,35
8304,araiba-rosa,58,38
8305,araiba-rosa,93,39
8306,araiba-rosa,51,36
8307,araiba-rosa,59,37
8308,araiba-rosa,62,38
8309,araiba-rosa,84,40
8310,araiba-rosa,80,35
8311,araiba-rosa,78,39
8312,araiba-rosa,61,36
8313,araiba-rosa,57,40
8314,araiba-rosa,77,38
8315,araiba-rosa,94,39
8316,araiba-rosa,70,39
8317,araiba-rosa,68,36
8318,araiba-rosa,96,37
8319,araiba-rosa,89,39
8320,araiba-rosa,68,38
8321,araiba-rosa,98,39
8322,araiba-rosa,97,40
8323,araiba-rosa,68,37
8324,araiba-rosa,57,38
8325,araiba-rosa,63,37
8326,araiba-rosa,63,35
8327,araiba-rosa,88,38
8328,araiba-rosa,85,39
8329,araiba-rosa,72,36
8330,araiba-rosa,56,39
8331,araiba-rosa,90,36
8332,araiba-rosa,68,38
8333,araiba-rosa,75,35
8334,araiba-rosa,54,35
8335,araiba-rosa,67,36
8336,araiba-rosa,50,39
8337,araiba-rosa,70,40
8338,araiba-rosa,64,37
8339,araiba-rosa,56,37
8340,araiba-rosa,92,35
8341,araiba-rosa,95,38
8342,araiba-rosa,79,35
8343,tatare,6,7
8344,tatare,7,9
8345,tatare,8,10
8346,tatare,8,7
8347,tatare,8,12
8348,tatare,8,9
8349,tatare,7,7
8350,tatare,8,9
8351,tatare,6,11
8352,tatare,8,11
8353,tatare,8,8
8354,tatare,8,10
8355,tatare,7,9
8356,tatare,6,11
8357,tatare,8,7
8358,tatare,6,7
8359,tatare,7,11
8360,tatare,7,12
8361,tatare,7,11
8362,tatare,8,9
8363,tatare,8,12
8364,tatare,6,11
8365,tatare,7,9
8366,tatare,6,12
8367,tatare,6,8
8368,tatare,7,10
8369,tatare,8,11
8370,tatare,8,8
8371,tatare,6,9
8372,tatare,7,11
8373,tatare,6,12
8374,tatare,6,8
8375,tatare,8,8
8376,tatare,6,9
8377,tatare,8,8
8378,tatare,7,10
8379,tatare,7,11
8380,tatare,7,7
8381,tatare,6,8
8382,tatare,7,11
8383,tatare,8,8
8384,tatare,7,8
8385,tatare,8,10
8386,tatare,7,12
8387,tatare,6,7
8388,tatare,8,12
8389,tatare,7,12
8390,tatare,7,8
8391,tatare,6,7
8392,tatare,8,12
8393,tatare,6,12
8394,tatare,7,10
8395,tatare,7,11
8396,tatare,6,7
8397,tatare,8,7
8398,tatare,7,9
8399,tatare,7,9
8400,tatare,7,10
8401,tatare,7,7
8402,tatare,8,8
8403,tatare,6,9
8404,tatare,6,9
8405,tatare,7,10
8406,tatare,7,12
8407,tatare,8,9
8408,tatare,8,10
8409,tatare,8,12
8410,tatare,6,10
8411,tatare,7,8
8412,tatare,8,12
8413,tatare,6,7
8414,tatare,6,10
8415,tatare,6,8
8416,tatare,8,7
8417,tatare,8,11
8418,tatare,8,11
8419,tatare,8,8
8420,tatare,7,8
8421,tatare,8,10
8422,tatare,7,8
8423,tatare,8,8
8424,tatare,8,12
8425,tatare,8,12
8426,tatare,7,9
8427,tatare,8,11
8428,tatare,7,8
8429,tatare,6,10
8430,tatare,7,12
8431,tatare,7,10
8432,tatare,7,11
8433,tatare,8,10
8434,tatare,6,9
8435,tatare,8,9
8436,tatare,8,11
8437,tatare,6,12
8438,tatare,8,8
8439,tatare,6,10
8440,tatare,8,7
8441,tatare,6,12
8442,tatare,8,8
8443,tatare,7,12
8444,tatare,7,7
8445,tatare,6,8
8446,tatare,6,7
8447,tatare,8,11
8448,tatare,8,9
8449,tatare,8,9
8450,tatare,8,7
8451,tatare,7,10
8452,tatare,8,12
8453,tatare,8,9
8454,tatare,8,8
8455,tatare,7,7
8456,tatare,6,11
8457,tatare,8,10
8458,tatare,7,10
8459,tatare,6,9
8460,tatare,8,10
8461,tatare,8,11
8462,tatare,8,10
8463,tatare,6,9
8464,tatare,7,10
8465,tatare,7,10
8466,tatare,6,12
8467,tatare,8,10
8468,tatare,7,11
8469,tatare,7,12
8470,tatare,7,12
8471,tatare,6,8
8472,tatare,7,7
8473,tatare,6,7
8474,tatare,7,11
8475,tatare,6,7
8476,tatare,8,10
8477,tatare,7,7
8478,tatare,6,12
8479,tatare,7,9
8480,tatare,6,9
8481,tatare,6,10
8482,tatare,7,7
8483,tatare,7,11
8484,tatare,8,9
8485,tatare,7,8
8486,tatare,8,10
8487,tatare,7,11
8488,tatare,6,11
8489,tatare,6,7
8490,tatare,6,7
8491,tatare,7,12
8492,tatare,7,9
8493,tatare,6,8
8494,tatare,7,9
8495,tatare,8,9
8496,tatare,6,12
8497,tatare,6,10
8498,tatare,7,7
8499,tatare,6,10
8500,tatare,7,10
8501,tatare,6,8
8502,tatare,7,7
8503,tatare,6,7
8504,tatare,7,10
8505,tatare,6,11
8506,tatare,6,12
8507,tatare,8,8
8508,tatare,8,7
8509,tatare,8,9
8510,tatare,6,7
8511,tatare,6,11
8512,tatare,7,11
8513,tatare,6,7
8514,tatare,7,7
8515,tatare,8,10
8516,tatare,8,8
8517,tatare,7,10
8518,tatare,6,10
8519,tatare,8,11
8520,tatare,8,8
8521,tatare,7,8
8522,tatare,8,9
8523,tatare,6,7
8524,tatare,7,12
8525,tatare,6,8
8526,tatare,7,7
8527,tatare,8,10
8528,tatare,7,8
8529,tatare,8,8
8530,tatare,8,9
8531,tatare,6,7
8532,tatare,8,9
8533,tatare,8,11
8534,tatare,8,8
8535,tatare,6,7
8536,tatare,7,7
8537,tatare,7,8
8538,tatare,8,12
8539,tatare,6,11
8540,tatare,7,8
8541,tatare,8,7
8542,sombreiro,33,7
8543,sombreiro,37,8
8544,sombreiro,31,9
8545,sombreiro,31,9
8546,sombreiro,31,8
8547,sombreiro,35,10
8548,sombreiro,34,7
8549,sombreiro,32,7
8550,sombreiro,38,10
8551,sombreiro,30,6
8552,sombreiro,35,7
8553,sombreiro,32,8
8554,sombreiro,35,10
8555,sombreiro,35,6
8556,sombreiro,40,6
8557,sombreiro,35,5
8558,sombreiro,37,9
8559,sombreiro,33,10
8560,sombreiro,36,5
8561,sombreiro,39,7
8562,sombreiro,38,10
8563,sombreiro,32,10
8564,sombreiro,34,6
8565,sombreiro,39,8
8566,sombreiro,30,7
8567,sombreiro,37,5
8568,sombreiro,34,7
8569,sombreiro,30,5
8570,sombreiro,36,7
8571,sombreiro,39,6
8572,sombreiro,33,6
8573,sombreiro,39,9
8574,sombreiro,40,6
8575,sombreiro,37,8
8576,sombreiro,39,7
8577,sombreiro,37,6
8578,sombreiro,34,9
8579,sombreiro,40,6
8580,sombreiro,30,10
8581,sombreiro,34,5
8582,sombreiro,38,8
8583,sombreiro,34,10
8584,sombreiro,35,10
8585,sombreiro,32,10
8586,sombreiro,37,9
8587,sombreiro,31,7
8588,sombreiro,40,5
8589,sombreiro,34,10
8590,sombreiro,39,9
8591,sombreiro,39,5
8592,sombreiro,34,6
8593,sombreiro,40,8
8594,sombreiro,36,9
8595,sombreiro,39,6
8596,sombreiro,33,7
8597,sombreiro,30,10
8598,sombreiro,39,6
8599,sombreiro,39,7
8600,sombreiro,40,5
8601,sombreiro,35,7
8602,sombreiro,37,7
8603,sombreiro,35,5
8604,sombreiro,38,10
8605,sombreiro,35,5
8606,sombreiro,32,9
8607,sombreiro,38,8
8608,sombreiro,33,8
8609,sombreiro,33,6
8610,sombreiro,37,6
8611,sombreiro,40,9
8612,sombreiro,31,6
8613,sombreiro,33,8
8614,sombreiro,36,7
8615,sombreiro,32,6
8616,sombreiro,32,8
8617,sombreiro,34,9
8618,sombreiro,36,6
8619,sombreiro,39,8
8620,sombreiro,40,10
8621,sombreiro,32,5
8622,sombreiro,40,5
8623,sombreiro,33,6
8624,sombreiro,32,5
8625,sombreiro,37,5
8626,sombreiro,34,10
8627,sombreiro,36,8
8628,sombreiro,36,8
8629,sombreiro,36,7
8630,sombreiro,37,7
8631,sombreiro,32,10
8632,sombreiro,39,6
8633,sombreiro,30,8
8634,sombreiro,37,5
8635,sombreiro,38,8
8636,"copaiba,pau-de-oleo",69,30
8637,"copaiba,pau-de-oleo",83,27
8638,"copaiba,pau-de-oleo",66,20
8639,"copaiba,pau-de-oleo",75,26
8640,"copaiba,pau-de-oleo",80,20
8641,"copaiba,pau-de-oleo",89,28
8642,"copaiba,pau-de-oleo",78,27
8643,"copaiba,pau-de-oleo",90,22
8644,"copaiba,pau-de-oleo",81,24
8645,"copaiba,pau-de-oleo",97,26
8646,"copaiba,pau-de-oleo",89,29
8647,"copaiba,pau-de-oleo",95,34
8648,"copaiba,pau-de-oleo",91,35
8649,"copaiba,pau-de-oleo",91,25
8650,"copaiba,pau-de-oleo",67,21
8651,"copaiba,pau-de-oleo",52,34
8652,"copaiba,pau-de-oleo",75,29
8653,"copaiba,pau-de-oleo",100,26
8654,"copaiba,pau-de-oleo",81,25
8655,"copaiba,pau-de-oleo",95,23
8656,"copaiba,pau-de-oleo",77,23
8657,"copaiba,pau-de-oleo",75,34
8658,"copaiba,pau-de-oleo",59,35
8659,"copaiba,pau-de-oleo",66,33
8660,"copaiba,pau-de-oleo",72,25
8661,"copaiba,pau-de-oleo",56,22
8662,"copaiba,pau-de-oleo",81,21
8663,"copaiba,pau-de-oleo",82,22
8664,"copaiba,pau-de-oleo",93,29
8665,"copaiba,pau-de-oleo",69,29
8666,"copaiba,pau-de-oleo",66,25
8667,"copaiba,pau-de-oleo",51,34
8668,"copaiba,pau-de-oleo",82,27
8669,"copaiba,pau-de-oleo",85,35
8670,"copaiba,pau-de-oleo",53,24
8671,"copaiba,pau-de-oleo",51,26
8672,"copaiba,pau-de-oleo",79,35
8673,"copaiba,pau-de-oleo",56,25
8674,"copaiba,pau-de-oleo",73,32
8675,"copaiba,pau-de-oleo",63,21
8676,"copaiba,pau-de-oleo",61,20
8677,"copaiba,pau-de-oleo",67,24
8678,"copaiba,pau-de-oleo",56,21
8679,"copaiba,pau-de-oleo",84,27
8680,"copaiba,pau-de-oleo",55,24
8681,"copaiba,pau-de-oleo",98,29
8682,"copaiba,pau-de-oleo",69,25
8683,"copaiba,pau-de-oleo",99,32
8684,"copaiba,pau-de-oleo",78,25
8685,"copaiba,pau-de-oleo",98,28
8686,"copaiba,pau-de-oleo",60,22
8687,"copaiba,pau-de-oleo",85,23
8688,"copaiba,pau-de-oleo",74,23
8689,"copaiba,pau-de-oleo",50,31
8690,"copaiba,pau-de-oleo",77,32
8691,"copaiba,pau-de-oleo",56,34
8692,"copaiba,pau-de-oleo",64,29
8693,"copaiba,pau-de-oleo",63,25
8694,"copaiba,pau-de-oleo",50,21
8695,"copaiba,pau-de-oleo",63,22
8696,"copaiba,pau-de-oleo",100,27
8697,"copaiba,pau-de-oleo",51,28
8698,"copaiba,pau-de-oleo",89,28
8699,"copaiba,pau-de-oleo",74,35
8700,"copaiba,pau-de-oleo",97,27
8701,"copaiba,pau-de-oleo",73,31
8702,"copaiba,pau-de-oleo",57,21
8703,"copaiba,pau-de-oleo",79,28
8704,"copaiba,pau-de-oleo",84,33
8705,"copaiba,pau-de-oleo",99,31
8706,"copaiba,pau-de-oleo",62,22
8707,"copaiba,pau-de-oleo",81,28
8708,"copaiba,pau-de-oleo",95,35
8709,"copaiba,pau-de-oleo",57,28
8710,"copaiba,pau-de-oleo",64,20
8711,"copaiba,pau-de-oleo",61,34
8712,"copaiba,pau-de-oleo",62,28
8713,"copaiba,pau-de-oleo",71,31
8714,"copaiba,pau-de-oleo",84,35
8715,"copaiba,pau-de-oleo",79,21
8716,"copaiba,pau-de-oleo",66,34
8717,"copaiba,pau-de-oleo",62,23
8718,"copaiba,pau-de-oleo",76,28
8719,"copaiba,pau-de-oleo",92,31
8720,"copaiba,pau-de-oleo",88,24
8721,"copaiba,pau-de-oleo",53,29
8722,"copaiba,pau-de-oleo",90,31
8723,"copaiba,pau-de-oleo",58,30
8724,"copaiba,pau-de-oleo",59,23
8725,"copaiba,pau-de-oleo",61,25
8726,"copaiba,pau-de-oleo",65,22
8727,"copaiba,pau-de-oleo",61,21
8728,"copaiba,pau-de-oleo",82,29
8729,"copaiba,pau-de-oleo",55,30
8730,"copaiba,pau-de-oleo",63,24
8731,"copaiba,pau-de-oleo",72,20
8732,"copaiba,pau-de-oleo",53,35
8733,"copaiba,pau-de-oleo",99,28
8734,"copaiba,pau-de-oleo",76,33
8735,"copaiba,pau-de-oleo",53,33
8736,"copaiba,pau-de-oleo",70,35
8737,"copaiba,pau-de-oleo",50,33
8738,"copaiba,pau-de-oleo",71,24
8739,"copaiba,pau-de-oleo",50,32
8740,"copaiba,pau-de-oleo",59,20
8741,"copaiba,pau-de-oleo",57,35
8742,"copaiba,pau-de-oleo",84,20
8743,"copaiba,pau-de-oleo",96,27
8744,"copaiba,pau-de-oleo",68,26
8745,"copaiba,pau-de-oleo",97,30
8746,"copaiba,pau-de-oleo",57,22
8747,"copaiba,pau-de-oleo",73,20
8748,"copaiba,pau-de-oleo",87,34
8749,"copaiba,pau-de-oleo",61,35
8750,"copaiba,pau-de-oleo",64,27
8751,"copaiba,pau-de-oleo",55,34
8752,"copaiba,pau-de-oleo",63,20
8753,"copaiba,pau-de-oleo",51,20
8754,"copaiba,pau-de-oleo",99,25
8755,"copaiba,pau-de-oleo",81,26
8756,"copaiba,pau-de-oleo",69,34
8757,"copaiba,pau-de-oleo",53,33
8758,"copaiba,pau-de-oleo",79,34
8759,"copaiba,pau-de-oleo",95,33
8760,"copaiba,pau-de-oleo",52,22
8761,"copaiba,pau-de-oleo",87,34
8762,"copaiba,pau-de-oleo",64,22
8763,"copaiba,pau-de-oleo",67,28
8764,"copaiba,pau-de-oleo",84,24
8765,"copaiba,pau-de-oleo",80,29
8766,"copaiba,pau-de-oleo",59,33
8767,"copaiba,pau-de-oleo",68,30
8768,"copaiba,pau-de-oleo",93,27
8769,"copaiba,pau-de-oleo",89,25
8770,"copaiba,pau-de-oleo",78,27
8771,"copaiba,pau-de-oleo",82,35
8772,"copaiba,pau-de-oleo",58,26
8773,"copaiba,pau-de-oleo",79,35
8774,"copaiba,pau-de-oleo",82,33
8775,"copaiba,pau-de-oleo",89,23
8776,"copaiba,pau-de-oleo",87,27
8777,"copaiba,pau-de-oleo",51,26
8778,"copaiba,pau-de-oleo",63,20
8779,"copaiba,pau-de-oleo",96,25
8780,"copaiba,pau-de-oleo",99,32
8781,"copaiba,pau-de-oleo",97,29
8782,"copaiba,pau-de-oleo",85,23
8783,"copaiba,pau-de-oleo",57,33
8784,"copaiba,pau-de-oleo",57,28
8785,"copaiba,pau-de-oleo",54,24
8786,"copaiba,pau-de-oleo",78,27
8787,"copaiba,pau-de-oleo",80,29
8788,"copaiba,pau-de-oleo",82,33
8789,"copaiba,pau-de-oleo",88,32
8790,"copaiba,pau-de-oleo",71,22
8791,"copaiba,pau-de-oleo",88,24
8792,"copaiba,pau-de-oleo",99,26
8793,"copaiba,pau-de-oleo",75,21
8794,"copaiba,pau-de-oleo",52,28
8795,"copaiba,pau-de-oleo",61,34
8796,"copaiba,pau-de-oleo",71,25
8797,"copaiba,pau-de-oleo",54,31
8798,"copaiba,pau-de-oleo",53,29
8799,"copaiba,pau-de-oleo",92,28
8800,"copaiba,pau-de-oleo",80,35
8801,"copaiba,pau-de-oleo",97,22
8802,"copaiba,pau-de-oleo",50,31
8803,"copaiba,pau-de-oleo",84,31
8804,"copaiba,pau-de-oleo",78,23
8805,"copaiba,pau-de-oleo",85,32
8806,louveira,27,10
8807,louveira,28,9
8808,louveira,27,13
8809,louveira,21,15
8810,louveira,24,12
8811,louveira,23,12
8812,louveira,27,13
8813,louveira,22,13
8814,louveira,25,10
8815,louveira,22,14
8816,louveira,23,10
8817,louveira,21,14
8818,louveira,30,8
8819,louveira,21,10
8820,louveira,23,10
8821,louveira,25,10
8822,louveira,25,8
8823,louveira,21,12
8824,louveira,26,10
8825,louveira,28,8
8826,louveira,29,8
8827,louveira,27,14
8828,louveira,20,8
8829,louveira,20,11
8830,louveira,21,15
8831,louveira,21,11
8832,louveira,27,14
8833,louveira,27,15
8834,louveira,27,13
8835,louveira,21,14
8836,louveira,27,10
8837,louveira,24,15
8838,louveira,21,12
8839,louveira,20,8
8840,louveira,21,15
8841,louveira,30,9
8842,louveira,25,14
8843,louveira,26,14
8844,louveira,30,10
8845,louveira,25,8
8846,louveira,30,15
8847,louveira,27,11
8848,louveira,26,10
8849,louveira,23,9
8850,louveira,21,12
8851,louveira,20,11
8852,louveira,22,12
8853,louveira,26,11
8854,louveira,24,14
8855,louveira,24,14
8856,louveira,27,9
8857,louveira,22,10
8858,louveira,28,9
8859,louveira,23,9
8860,louveira,20,9
8861,louveira,25,10
8862,louveira,22,13
8863,louveira,28,14
8864,louveira,20,15
8865,louveira,28,13
8866,louveira,30,13
8867,louveira,26,9
8868,louveira,25,9
8869,louveira,20,9
8870,louveira,30,15
8871,louveira,29,9
8872,louveira,22,14
8873,louveira,21,14
8874,louveira,20,12
8875,louveira,20,10
8876,louveira,29,13
8877,louveira,27,11
8878,louveira,25,10
8879,louveira,20,9
8880,louveira,25,9
8881,louveira,20,10
8882,louveira,30,13
8883,louveira,28,14
8884,louveira,23,12
8885,louveira,25,8
8886,louveira,23,8
8887,louveira,26,13
8888,louveira,30,12
8889,louveira,25,9
8890,louveira,24,9
8891,louveira,23,10
8892,louveira,24,8
8893,louveira,23,13
8894,louveira,29,14
8895,louveira,23,12
8896,louveira,24,13
8897,louveira,20,15
8898,louveira,28,14
8899,louveira,20,15
8900,louveira,30,10
8901,louveira,24,15
